phase distance depth traveltime ray-parameter geometrical_spreading T*(attenuation
 P  49.0 130.0   514.09   7.595    8.969e-05  1.24
 P  49.0 140.0   514.09   7.595    8.969e-05  1.24
 P  49.0 150.0   514.09   7.595    8.969e-05  1.24
 P  49.0 160.0   514.09   7.595    8.969e-05  1.24
 P  49.0 170.0   509.52   7.595    9.255e-05  1.19
 P  49.0 180.0   509.52   7.595    9.255e-05  1.19
 P  49.0 190.0   509.52   7.595    9.255e-05  1.19
 P  49.0 200.0   509.52   7.595    9.255e-05  1.19
 P  49.0 210.0   509.52   7.595    9.255e-05  1.19
 P  49.0 220.0   505.07   7.595    9.553e-05  1.14
 P  49.0 230.0   505.07   7.595    9.553e-05  1.14
 P  49.0 240.0   505.07   7.595    9.553e-05  1.14
 P  49.0 250.0   505.07   7.595    9.553e-05  1.14
 P  49.0 260.0   505.07   7.595    9.553e-05  1.14
 P  49.0 270.0   500.28   7.595    9.977e-05  1.10
 P  49.0 280.0   500.28   7.595    9.977e-05  1.10
 P  49.0 290.0   500.28   7.595    9.977e-05  1.10
 P  49.0 300.0   500.28   7.595    9.977e-05  1.10
 P  49.0 310.0   500.28   7.595    9.977e-05  1.10
 P  49.0 320.0   495.66   7.477    0.0001015  1.07
 P  49.0 330.0   495.66   7.477    0.0001015  1.07
 P  49.0 340.0   495.66   7.477    0.0001015  1.07
 P  49.0 350.0   495.66   7.477    0.0001015  1.07
 P  49.0 360.0   495.66   7.477    0.0001015  1.07
 P  49.0 370.0   491.18   7.477     0.000106  1.04
 P  49.0 380.0   491.18   7.477     0.000106  1.04
 P  49.0 390.0   491.18   7.477     0.000106  1.04
 P  49.0 400.0   491.18   7.477     0.000106  1.04
 P  49.0 410.0   491.18   7.477     0.000106  1.04
 P  49.0 420.0   486.88   7.477    0.0001178  1.01
 P  49.0 430.0   486.88   7.477    0.0001178  1.01
 P  49.0 440.0   486.88   7.477    0.0001178  1.01
 P  49.0 450.0   486.88   7.477    0.0001178  1.01
 P  49.0 460.0   486.88   7.477    0.0001178  1.01
 P  49.0 470.0   483.01   7.477    0.0001231  0.99
 P  49.0 480.0   483.01   7.477    0.0001231  0.99
 P  49.0 490.0   483.01   7.477    0.0001231  0.99
 P  49.0 500.0   483.01   7.477    0.0001231  0.99
 P  49.0 510.0   483.01   7.477    0.0001231  0.99
 P  49.0 520.0   479.28   7.361    0.0001248  0.97
 P  49.0 530.0   479.28   7.361    0.0001248  0.97
 P  49.0 540.0   479.28   7.361    0.0001248  0.97
 P  49.0 550.0   479.28   7.361    0.0001248  0.97
 P  49.0 560.0   479.28   7.361    0.0001248  0.97
 P  49.0 570.0   475.66   7.361    0.0001305  0.94
 P  49.0 580.0   475.66   7.361    0.0001305  0.94
 P  49.0 590.0   475.66   7.361    0.0001305  0.94
 P  49.0 600.0   475.66   7.361    0.0001305  0.94
 P  49.0 610.0   475.66   7.361    0.0001305  0.94
 P  49.0 620.0   472.20   7.361    0.0001367  0.92
 P  49.0 630.0   472.20   7.361    0.0001367  0.92
 P  49.0 640.0   472.20   7.361    0.0001367  0.92
 P  49.0 650.0   472.20   7.361    0.0001367  0.92
 P  49.0 660.0   472.20   7.361    0.0001367  0.92
 P  49.0 670.0   468.90   7.361     0.000161  0.90
 P  49.0 680.0   468.90   7.361     0.000161  0.90
 P  49.0 690.0   468.90   7.361     0.000161  0.90
 P  49.0 700.0   468.90   7.361     0.000161  0.90
 P  49.0 710.0   468.90   7.361     0.000161  0.90
 P  49.0 720.0   466.10   7.247    0.0001636  0.89
 P  49.0 730.0   466.10   7.247    0.0001636  0.89
 P  49.0 740.0   466.10   7.247    0.0001636  0.89
 P  49.0 750.0   466.10   7.247    0.0001636  0.89
 P  49.0 760.0   466.10   7.247    0.0001636  0.89
 P  49.0 770.0   463.43   7.247    0.0001716  0.89
 P  49.0 780.0   463.43   7.247    0.0001716  0.89
 P  49.0 790.0   463.43   7.247    0.0001716  0.89
 P  49.0 800.0   463.43   7.247    0.0001716  0.89
 P  50.0   0.0   535.69   7.595    5.701e-05  1.28
 P  50.0  10.0   535.69   7.595    5.701e-05  1.28
 P  50.0  20.0   535.69   7.595    5.701e-05  1.28
 P  50.0  30.0   532.53   7.595     6.57e-05  1.27
 P  50.0  40.0   530.46   7.595    8.741e-05  1.27
 P  50.0  50.0   530.46   7.595    8.741e-05  1.27
 P  50.0  60.0   530.46   7.595    8.741e-05  1.27
 P  50.0  70.0   530.46   7.595    8.741e-05  1.27
 P  50.0  80.0   526.06   7.595    8.821e-05  1.26
 P  50.0  90.0   526.06   7.595    8.821e-05  1.26
 P  50.0 100.0   526.06   7.595    8.821e-05  1.26
 P  50.0 110.0   526.06   7.595    8.821e-05  1.26
 P  50.0 120.0   526.06   7.595    8.821e-05  1.26
 P  50.0 130.0   521.68   7.595    9.571e-05  1.25
 P  50.0 140.0   521.68   7.595    9.571e-05  1.25
 P  50.0 150.0   521.68   7.595    9.571e-05  1.25
 P  50.0 160.0   521.68   7.595    9.571e-05  1.25
 P  50.0 170.0   517.10   7.477     8.96e-05  1.19
 P  50.0 180.0   517.10   7.477     8.96e-05  1.19
 P  50.0 190.0   517.10   7.477     8.96e-05  1.19
 P  50.0 200.0   517.10   7.477     8.96e-05  1.19
 P  50.0 210.0   517.10   7.477     8.96e-05  1.19
 P  50.0 220.0   512.62   7.477    9.244e-05  1.14
 P  50.0 230.0   512.62   7.477    9.244e-05  1.14
 P  50.0 240.0   512.62   7.477    9.244e-05  1.14
 P  50.0 250.0   512.62   7.477    9.244e-05  1.14
 P  50.0 260.0   512.62   7.477    9.244e-05  1.14
 P  50.0 270.0   507.79   7.477    9.648e-05  1.11
 P  50.0 280.0   507.79   7.477    9.648e-05  1.11
 P  50.0 290.0   507.79   7.477    9.648e-05  1.11
 P  50.0 300.0   507.79   7.477    9.648e-05  1.11
 P  50.0 310.0   507.79   7.477    9.648e-05  1.11
 P  50.0 320.0   503.14   7.477    0.0001007  1.08
 P  50.0 330.0   503.14   7.477    0.0001007  1.08
 P  50.0 340.0   503.14   7.477    0.0001007  1.08
 P  50.0 350.0   503.14   7.477    0.0001007  1.08
 P  50.0 360.0   503.14   7.477    0.0001007  1.08
 P  50.0 370.0   498.66   7.477    0.0001132  1.05
 P  50.0 380.0   498.66   7.477    0.0001132  1.05
 P  50.0 390.0   498.66   7.477    0.0001132  1.05
 P  50.0 400.0   498.66   7.477    0.0001132  1.05
 P  50.0 410.0   498.66   7.477    0.0001132  1.05
 P  50.0 420.0   494.34   7.361    0.0001137  1.02
 P  50.0 430.0   494.34   7.361    0.0001137  1.02
 P  50.0 440.0   494.34   7.361    0.0001137  1.02
 P  50.0 450.0   494.34   7.361    0.0001137  1.02
 P  50.0 460.0   494.34   7.361    0.0001137  1.02
 P  50.0 470.0   490.41   7.361    0.0001186  1.00
 P  50.0 480.0   490.41   7.361    0.0001186  1.00
 P  50.0 490.0   490.41   7.361    0.0001186  1.00
 P  50.0 500.0   490.41   7.361    0.0001186  1.00
 P  50.0 510.0   490.41   7.361    0.0001186  1.00
 P  50.0 520.0   486.64   7.361    0.0001239  0.98
 P  50.0 530.0   486.64   7.361    0.0001239  0.98
 P  50.0 540.0   486.64   7.361    0.0001239  0.98
 P  50.0 550.0   486.64   7.361    0.0001239  0.98
 P  50.0 560.0   486.64   7.361    0.0001239  0.98
 P  50.0 570.0   483.02   7.361    0.0001284  0.95
 P  50.0 580.0   483.02   7.361    0.0001284  0.95
 P  50.0 590.0   483.02   7.361    0.0001284  0.95
 P  50.0 600.0   483.02   7.361    0.0001284  0.95
 P  50.0 610.0   483.02   7.361    0.0001284  0.95
 P  50.0 620.0   479.52   7.247    0.0001314  0.93
 P  50.0 630.0   479.52   7.247    0.0001314  0.93
 P  50.0 640.0   479.52   7.247    0.0001314  0.93
 P  50.0 650.0   479.52   7.247    0.0001314  0.93
 P  50.0 660.0   479.52   7.247    0.0001314  0.93
 P  50.0 670.0   476.15   7.247    0.0001553  0.91
 P  50.0 680.0   476.15   7.247    0.0001553  0.91
 P  50.0 690.0   476.15   7.247    0.0001553  0.91
 P  50.0 700.0   476.15   7.247    0.0001553  0.91
 P  50.0 710.0   476.15   7.247    0.0001553  0.91
 P  50.0 720.0   473.34   7.247    0.0001609  0.90
 P  50.0 730.0   473.34   7.247    0.0001609  0.90
 P  50.0 740.0   473.34   7.247    0.0001609  0.90
 P  50.0 750.0   473.34   7.247    0.0001609  0.90
 P  50.0 760.0   473.34   7.247    0.0001609  0.90
 P  50.0 770.0   470.60   7.135    0.0001635  0.90
 P  50.0 780.0   470.60   7.135    0.0001635  0.90
 P  50.0 790.0   470.60   7.135    0.0001635  0.90
 P  50.0 800.0   470.60   7.135    0.0001635  0.90
 P  51.0   0.0   543.27   7.477    5.544e-05  1.29
 P  51.0  10.0   543.27   7.477    5.544e-05  1.29
 P  51.0  20.0   543.27   7.477    5.544e-05  1.29
 P  51.0  30.0   540.10   7.477    6.384e-05  1.27
 P  51.0  40.0   538.02   7.477    8.468e-05  1.27
 P  51.0  50.0   538.02   7.477    8.468e-05  1.27
 P  51.0  60.0   538.02   7.477    8.468e-05  1.27
 P  51.0  70.0   538.02   7.477    8.468e-05  1.27
 P  51.0  80.0   533.59   7.477    8.545e-05  1.27
 P  51.0  90.0   533.59   7.477    8.545e-05  1.27
 P  51.0 100.0   533.59   7.477    8.545e-05  1.27
 P  51.0 110.0   533.59   7.477    8.545e-05  1.27
 P  51.0 120.0   533.59   7.477    8.545e-05  1.27
 P  51.0 130.0   529.18   7.477    8.624e-05  1.26
 P  51.0 140.0   529.18   7.477    8.624e-05  1.26
 P  51.0 150.0   529.18   7.477    8.624e-05  1.26
 P  51.0 160.0   529.18   7.477    8.624e-05  1.26
 P  51.0 170.0   524.58   7.477    8.895e-05  1.20
 P  51.0 180.0   524.58   7.477    8.895e-05  1.20
 P  51.0 190.0   524.58   7.477    8.895e-05  1.20
 P  51.0 200.0   524.58   7.477    8.895e-05  1.20
 P  51.0 210.0   524.58   7.477    8.895e-05  1.20
 P  51.0 220.0   520.09   7.477     9.87e-05  1.15
 P  51.0 230.0   520.09   7.477     9.87e-05  1.15
 P  51.0 240.0   520.09   7.477     9.87e-05  1.15
 P  51.0 250.0   520.09   7.477     9.87e-05  1.15
 P  51.0 260.0   520.09   7.477     9.87e-05  1.15
 P  51.0 270.0   515.26   7.361     9.34e-05  1.12
 P  51.0 280.0   515.26   7.361     9.34e-05  1.12
 P  51.0 290.0   515.26   7.361     9.34e-05  1.12
 P  51.0 300.0   515.26   7.361     9.34e-05  1.12
 P  51.0 310.0   515.26   7.361     9.34e-05  1.12
 P  51.0 320.0   510.56   7.361    9.746e-05  1.09
 P  51.0 330.0   510.56   7.361    9.746e-05  1.09
 P  51.0 340.0   510.56   7.361    9.746e-05  1.09
 P  51.0 350.0   510.56   7.361    9.746e-05  1.09
 P  51.0 360.0   510.56   7.361    9.746e-05  1.09
 P  51.0 370.0   506.05   7.361    0.0001018  1.06
 P  51.0 380.0   506.05   7.361    0.0001018  1.06
 P  51.0 390.0   506.05   7.361    0.0001018  1.06
 P  51.0 400.0   506.05   7.361    0.0001018  1.06
 P  51.0 410.0   506.05   7.361    0.0001018  1.06
 P  51.0 420.0   501.70   7.361    0.0001128  1.03
 P  51.0 430.0   501.70   7.361    0.0001128  1.03
 P  51.0 440.0   501.70   7.361    0.0001128  1.03
 P  51.0 450.0   501.70   7.361    0.0001128  1.03
 P  51.0 460.0   501.70   7.361    0.0001128  1.03
 P  51.0 470.0   497.77   7.361    0.0001167  1.01
 P  51.0 480.0   497.77   7.361    0.0001167  1.01
 P  51.0 490.0   497.77   7.361    0.0001167  1.01
 P  51.0 500.0   497.77   7.361    0.0001167  1.01
 P  51.0 510.0   497.77   7.361    0.0001167  1.01
 P  51.0 520.0   493.96   7.247    0.0001194  0.98
 P  51.0 530.0   493.96   7.247    0.0001194  0.98
 P  51.0 540.0   493.96   7.247    0.0001194  0.98
 P  51.0 550.0   493.96   7.247    0.0001194  0.98
 P  51.0 560.0   493.96   7.247    0.0001194  0.98
 P  51.0 570.0   490.29   7.247    0.0001248  0.96
 P  51.0 580.0   490.29   7.247    0.0001248  0.96
 P  51.0 590.0   490.29   7.247    0.0001248  0.96
 P  51.0 600.0   490.29   7.247    0.0001248  0.96
 P  51.0 610.0   490.29   7.247    0.0001248  0.96
 P  51.0 620.0   486.77   7.247    0.0001305  0.94
 P  51.0 630.0   486.77   7.247    0.0001305  0.94
 P  51.0 640.0   486.77   7.247    0.0001305  0.94
 P  51.0 650.0   486.77   7.247    0.0001305  0.94
 P  51.0 660.0   486.77   7.247    0.0001305  0.94
 P  51.0 670.0   483.37   7.135    0.0001486  0.92
 P  51.0 680.0   483.37   7.135    0.0001486  0.92
 P  51.0 690.0   483.37   7.135    0.0001486  0.92
 P  51.0 700.0   483.37   7.135    0.0001486  0.92
 P  51.0 710.0   483.37   7.135    0.0001486  0.92
 P  51.0 720.0   480.49   7.135    0.0001552  0.91
 P  51.0 730.0   480.49   7.135    0.0001552  0.91
 P  51.0 740.0   480.49   7.135    0.0001552  0.91
 P  51.0 750.0   480.49   7.135    0.0001552  0.91
 P  51.0 760.0   480.49   7.135    0.0001552  0.91
 P  51.0 770.0   477.74   7.135    0.0001609  0.91
 P  51.0 780.0   477.74   7.135    0.0001609  0.91
 P  51.0 790.0   477.74   7.135    0.0001609  0.91
 P  51.0 800.0   477.74   7.135    0.0001609  0.91
 P  52.0   0.0   550.75   7.477    5.506e-05  1.30
 P  52.0  10.0   550.75   7.477    5.506e-05  1.30
 P  52.0  20.0   550.75   7.477    5.506e-05  1.30
 P  52.0  30.0   547.57   7.477    6.339e-05  1.28
 P  52.0  40.0   545.50   7.477    9.044e-05  1.28
 P  52.0  50.0   545.50   7.477    9.044e-05  1.28
 P  52.0  60.0   545.50   7.477    9.044e-05  1.28
 P  52.0  70.0   545.50   7.477    9.044e-05  1.28
 P  52.0  80.0   541.07   7.477    9.126e-05  1.28
 P  52.0  90.0   541.07   7.477    9.126e-05  1.28
 P  52.0 100.0   541.07   7.477    9.126e-05  1.28
 P  52.0 110.0   541.07   7.477    9.126e-05  1.28
 P  52.0 120.0   541.07   7.477    9.126e-05  1.28
 P  52.0 130.0   536.64   7.361    8.362e-05  1.26
 P  52.0 140.0   536.64   7.361    8.362e-05  1.26
 P  52.0 150.0   536.64   7.361    8.362e-05  1.26
 P  52.0 160.0   536.64   7.361    8.362e-05  1.26
 P  52.0 170.0   532.00   7.361    8.622e-05  1.21
 P  52.0 180.0   532.00   7.361    8.622e-05  1.21
 P  52.0 190.0   532.00   7.361    8.622e-05  1.21
 P  52.0 200.0   532.00   7.361    8.622e-05  1.21
